Technical Traffic Manager/Projects Lead,9H Capital,Full Time
Title,CompanyName,JobTypeName
Technical Traffic Manager/Projects Lead,9H Capital,Work From Home
Title,CompanyName,JobTypeName
Brand Graphic Designer,9H Capital,Full Time
Title,CompanyName,JobTypeName
Brand Graphic Designer,9H Capital,Work From Home
Title,CompanyName,JobTypeName
Oracle Senior EPM Consultant (Consolidation),Azdan Business Analytics,Full Time
Title,CompanyName,JobTypeName
IT Specialist,Alouf Travel,Full Time
Title,CompanyName,JobTypeName
Senior Python Developer (Django),InnovaDigits,Full Time
Title,CompanyName,JobTypeName
Senior Python Developer (Django),InnovaDigits,Work From Home
Title,CompanyName,JobTypeName
Oracle Financial Support Consultant - Telecommunications Industry,Rawaj-HCM,Full Time
Title,CompanyName,JobTypeName
Senior Front End Developer (React.js),InnovaDigits,Full Time
Title,CompanyName,JobTypeName
Senior Front End Developer (React.js),InnovaDigits,Work From Home
Title,CompanyName,JobTypeName
Software Tele-sales,DIRAC SYSTEMS,Full Time
Title,CompanyName,JobTypeName
Software sales Specialist,DIRAC SYSTEMS,Full Time
Title,CompanyName,JobTypeName
Full Stack Developer Team Lead,3S Software,Full Time
Title,CompanyName,JobTypeName
Full Stack Developer Team Lead,3S Software,Work From Home
Title,CompanyName,JobTypeName
IT Help Desk,Ahmed El-Sallab,Full Time
Title,CompanyName,JobTypeName
DotNet Developer,Nahdetmisr For Environmental services,Full Time
Title,CompanyName,JobTypeName
Programmer & Back-office support,shaheen communication data systems,Full Time
Title,CompanyName,JobTypeName
Senior Technical Recruiter,Confidential,Full Time
Title,CompanyName,JobTypeName
Junior React Developer,Global Brands,Full Time
Title,CompanyName,JobTypeName
Package Consultant - German Speaking,IBM WTC Egypt,Full Time
Title,CompanyName,JobTypeName
Data Engineer,DXC.technology,Full Time
Title,CompanyName,JobTypeName
ITSM Senior Analyst - Service Now Developer,Antal International - Egypt,Full Time
Title,CompanyName,JobTypeName
"Vendor Consultant - Italian, AVS-NOP",Amazon MENA,Full Time
Title,CompanyName,JobTypeName
Technical Engineer,Enwan Developments,Full Time
Title,CompanyName,JobTypeName
"Back end Developer Node Js, PHP",Dafa,Full Time
Title,CompanyName,JobTypeName
Genesys consultant,Confidential,Full Time
Title,CompanyName,JobTypeName
IT Assistant,Mazar construction,Full Time
Title,CompanyName,JobTypeName
Senior Technical Support Engineer,Viavi Solutions,Full Time
Title,CompanyName,JobTypeName
Senior Full Stack Developer Angular and Java,TRIMETIS,Full Time
Title,CompanyName,JobTypeName
Senior Full Stack Developer Angular and Java,TRIMETIS,Work From Home
Title,CompanyName,JobTypeName
Team Lead .Net Developer,GET Group- Egypt,Full Time
Title,CompanyName,JobTypeName
SAP Fiori Developer Analyst,Antal International - Egypt,Full Time
Title,CompanyName,JobTypeName
SAP ABAP Analyst,Antal International - Egypt,Full Time
Title,CompanyName,JobTypeName
Senior Frontend (React & Vue Js),Exacall,Full Time
Title,CompanyName,JobTypeName
"Senior Backend Developer (Node, Nest.js)",Exacall,Full Time
Title,CompanyName,JobTypeName
Certification Engr II,"Honeywell International, Inc.",Full Time
Title,CompanyName,JobTypeName
Senior React Developer,Pure Group,Full Time
Title,CompanyName,JobTypeName
Senior Odoo Developer,Pure Group,Full Time
Title,CompanyName,JobTypeName
Communications Engineer,EELU,Full Time
Title,CompanyName,JobTypeName
Data Engineer-Data Integration,IBM WTC Egypt,Full Time
Title,CompanyName,JobTypeName
GTM SAP DSD Sub-Lead,Antal International - Egypt,Full Time
Title,CompanyName,JobTypeName
ERP Specialist - Microsoft Dynamics AX2012/365,Logistica,Full Time
Title,CompanyName,JobTypeName
Applications Supervisor,Logistica,Full Time
Title,CompanyName,JobTypeName
UI/UX Developer,Estafsar,Full Time
Title,CompanyName,JobTypeName
Information Services Administrator,Xceed Contact Center,Full Time
Title,CompanyName,JobTypeName
NOC Senior Engineer,Etisalat Egypt,Full Time
Title,CompanyName,JobTypeName
Senior IT Specialist,United Group For Engineering And Investment,Full Time
Title,CompanyName,JobTypeName
Front End Developer (Angular),Confidential,Full Time
Title,CompanyName,JobTypeName
Front End Developer (Angular),Confidential,Work From Home
Title,CompanyName,JobTypeName
ERP Sales Representative,Ultimate Academy,Full Time
Title,CompanyName,JobTypeName
Backend Developer (Java Spring Boot),Confidential,Full Time
Title,CompanyName,JobTypeName
Backend Developer (Java Spring Boot),Confidential,Work From Home
Title,CompanyName,JobTypeName
Junior Operations Engineer - Network/Cloud,Link Datacenter,Full Time
Title,CompanyName,JobTypeName
Software Quality Control Engineer,Link Datacenter,Full Time
Title,CompanyName,JobTypeName
SOC Analyst,Link Datacenter,Full Time
Title,CompanyName,JobTypeName
Senior NET Developer,WSC,Full Time
Title,CompanyName,JobTypeName
Senior Flutter Developer,ثقة الانجاز,Full Time
Title,CompanyName,JobTypeName
Senior Quality Control Engineer,ثقة الانجاز,Full Time
Title,CompanyName,JobTypeName
Senior Full Stack Developer,El-Sewedy Electrometer,Full Time
Title,CompanyName,JobTypeName
Senior Backend Developer,ثقة الانجاز,Full Time
Title,CompanyName,JobTypeName
Senior Frontend Developer,ثقة الانجاز,Full Time
Title,CompanyName,JobTypeName
Laravel Developer,CyberX,Full Time
Title,CompanyName,JobTypeName
Flutter developer,CyberX,Full Time
Title,CompanyName,JobTypeName
Vue.JS Frontend Developer,CyberX,Full Time
Title,CompanyName,JobTypeName
Network Section Head,Confidential,Full Time
Title,CompanyName,JobTypeName
Senior iOS and Flutter Developer,Softec Technologies,Full Time
Title,CompanyName,JobTypeName
IT Admin,Nahdet Misr Publishing Group,Full Time
Title,CompanyName,JobTypeName
Team Leader Software Tester / Quality Control Engineer,qTech.,Full Time
Title,CompanyName,JobTypeName
Software Engineer,AGG information technology,Full Time
Title,CompanyName,JobTypeName
Sr. Devops Engineer,waffarha.com,Full Time
Title,CompanyName,JobTypeName
Technical Support Agent (Fluent English Speaker),3D Diagnostix,Full Time
Title,CompanyName,JobTypeName
Senior Backend Developer,Art Link,Full Time
Title,CompanyName,JobTypeName
Senior Application Support Officer,El Sewedy Education - The Knowledge Hub Universities,Full Time
Title,CompanyName,JobTypeName
IT Help Desk,El Alsson British & American International School,Full Time
Title,CompanyName,JobTypeName
Senior Technical Support Engineer ( French speaker),Schneider Electric - Egypt,Full Time
Title,CompanyName,JobTypeName
Great Schedule for an Active & Fun-loving Nanny,"White House Nannies, Inc.",Full Time
Title,CompanyName,JobTypeName
Specialist Big Data Administrator - SWDC,Giza Arabia Systems,Full Time
Title,CompanyName,JobTypeName
Site Reliability Engineer Specialist - SWDC,Giza Arabia Systems,Full Time
Title,CompanyName,JobTypeName
Information Security Manager,Antal International - Egypt,Full Time
Title,CompanyName,JobTypeName
Hardware Partnerships Sales Officer,classera,Full Time
Title,CompanyName,JobTypeName
Blender - 3 D Animator,Confidential,Freelance / Project
Title,CompanyName,JobTypeName
Technical Recruiter,Confidential,Full Time
Title,CompanyName,JobTypeName
Pre Sales Software Engineer,Confidential,Full Time
Title,CompanyName,JobTypeName
Technical Support Specialist,Premium Card,Full Time
Title,CompanyName,JobTypeName
IT Administrator,Infotech,Full Time
Title,CompanyName,JobTypeName
Technical Projects Coordinator - IT Background,Roaya,Full Time
Title,CompanyName,JobTypeName
Quality Assurance Specialist,Lychee Fruit Bar,Full Time
Title,CompanyName,JobTypeName
Senior Technical office & design engineer - EARTHING AND LIGHTNING,Confidential,Full Time
Title,CompanyName,JobTypeName
Information Security Senior Supervisor,Xceed Contact Center,Full Time
Title,CompanyName,JobTypeName
IT Specialist,Mazaya,Full Time
Title,CompanyName,JobTypeName
Senior Full Stack developer (.Net & Angular),GS - GEO Solutions,Full Time
Title,CompanyName,JobTypeName
Business Development Executive - Mawared Software Solutions,Arabic Localizer,Full Time
Title,CompanyName,JobTypeName
Business Development Executive - Mawared Software Solutions,Arabic Localizer,Work From Home
Title,CompanyName,JobTypeName
Technical Support Specialist,hyperone,Full Time
Title,CompanyName,JobTypeName
Senior Business Analyst,Expert Apps,Full Time
Title,CompanyName,JobTypeName
Senior Software Engineer,K Line Europe,Full Time
Title,CompanyName,JobTypeName
Senior Software Engineer,K Line Europe,Work From Home
Title,CompanyName,JobTypeName
Embedded Hardware Engineer - PCB Design,TTC Technologies,Full Time
Title,CompanyName,JobTypeName
Sales Specialist (IT Solutions),Injaz Tech for advanced systems,Full Time
Title,CompanyName,JobTypeName
IT Engineer,SE Wiring Systems EGYPT,Full Time
Title,CompanyName,JobTypeName
IT Manager,Confidential,Full Time
Title,CompanyName,JobTypeName
Senior UI Developer,qTech.,Full Time
Title,CompanyName,JobTypeName
UI Developer,qTech.,Full Time
Title,CompanyName,JobTypeName
Senior UI/UX Designer,qTech.,Full Time
Title,CompanyName,JobTypeName
UI/UX Designer,qTech.,Full Time
Title,CompanyName,JobTypeName
Software Business Analyst,qTech.,Full Time
Title,CompanyName,JobTypeName
Senior Software Business Analyst,qTech.,Full Time
Title,CompanyName,JobTypeName
Senior Software Quality Control Engineer,qTech.,Full Time
Title,CompanyName,JobTypeName
Software Tester / Quality Control Engineer,qTech.,Full Time
Title,CompanyName,JobTypeName
Senior ARC GIS Developer,qTech.,Full Time
Title,CompanyName,JobTypeName
Senior Full Stack Developer (Asp.net Core– Angular),qTech.,Full Time
Title,CompanyName,JobTypeName
Full Stack (.Net Developer),qTech.,Full Time
Title,CompanyName,JobTypeName
Senior Full Stack (.Net Developer),qTech.,Full Time
Title,CompanyName,JobTypeName
Flutter Developer,ElMotaheda Web,Full Time
Title,CompanyName,JobTypeName
Master Data Analyst,Johnson & Johnson,Full Time
Title,CompanyName,JobTypeName
Web developer,Cryptostart,Full Time
Title,CompanyName,JobTypeName
Information Management & Performance Reporting Officer NOA,World Food Program - Other locations,Full Time
Title,CompanyName,JobTypeName
Programme Assistant (Data Analyst),World Food Program - Other locations,Full Time
Title,CompanyName,JobTypeName
Project Manager,Egabi FSI,Full Time
Title,CompanyName,JobTypeName
BI Developer,Confidential,Full Time
Title,CompanyName,JobTypeName
"Software Engineer - (Laravel, Vue, Golang)",Our Education,Full Time
Title,CompanyName,JobTypeName
Senior Software Business Analyst / ERP,Our Education,Full Time
Title,CompanyName,JobTypeName
Pre Sales Engineer-Low Current,SMARTTEL,Full Time
Title,CompanyName,JobTypeName
Business Analyst,Confidential,Full Time
Title,CompanyName,JobTypeName
System Administration Section Head,Rashideen Egypt for Trade,Full Time
Title,CompanyName,JobTypeName
Senior PHP Developer,intrazero,Full Time
Title,CompanyName,JobTypeName
IT Project Coordinator,Confidential,Full Time
Title,CompanyName,JobTypeName
Group IT Manager,TEPCO S.A.E.,Full Time
Title,CompanyName,JobTypeName
Back End Lead - Dot Net + Node / Python - Cairo,Antal International - Egypt,Full Time
Title,CompanyName,JobTypeName
Senior Machine Learning and NLP Engineer,Antal International - Egypt,Full Time
Title,CompanyName,JobTypeName
Senior Full Stack Developer,Algoriza,Full Time
Title,CompanyName,JobTypeName
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Jumia Technologies AG,Full Time
Title,CompanyName,JobTypeName
Infrastructure SAN Storage and Data Protection Manager,Confidential,Full Time
Title,CompanyName,JobTypeName
Project Manager at Software House,intrazero,Full Time
Title,CompanyName,JobTypeName
Senior Project Manager | Banking,Expleo,Full Time
Title,CompanyName,JobTypeName
Node JS Developer,Sceel.io,Full Time
Title,CompanyName,JobTypeName
Senior Ruby on rails Developer,Sceel.io,Full Time
Title,CompanyName,JobTypeName
Sr. Front End Developer,LINK TSP,Full Time
Title,CompanyName,JobTypeName
ERP Senior Specialist,EAST,Full Time
Title,CompanyName,JobTypeName
Application Support Microsoft Dynamics AX2012R3,Smartverse,Full Time
Title,CompanyName,JobTypeName
Data Engineer,LxT,Full Time
Title,CompanyName,JobTypeName
Senior .Net Full Stack Developer,Confidential,Full Time
Title,CompanyName,JobTypeName
Full Stack Developer,Viavi Solutions,Full Time
Title,CompanyName,JobTypeName
Senior Linux Engineer,Basata,Full Time
Title,CompanyName,JobTypeName
Product Owner,Azm development,Full Time
Title,CompanyName,JobTypeName
Product Owner,Azm development,Work From Home
Title,CompanyName,JobTypeName
English speaking accountant who wants to shift career to IT,OdooTec,Full Time
Title,CompanyName,JobTypeName
Information Technology Specialist,GLOBAL AUTO,Full Time
Title,CompanyName,JobTypeName
Junior java developer,WSC,Full Time
Title,CompanyName,JobTypeName
UI UX Designer,Confidential,Full Time
Title,CompanyName,JobTypeName
UI UX Designer,Confidential,Part Time
Title,CompanyName,JobTypeName
UI UX Designer,Confidential,Work From Home
Title,CompanyName,JobTypeName
React JS Developer,Confidential,Full Time
Title,CompanyName,JobTypeName
React JS Developer,Confidential,Part Time
Title,CompanyName,JobTypeName
React JS Developer,Confidential,Work From Home
Title,CompanyName,JobTypeName
Python Web Developer - Graduate Position,Holix,Full Time
Title,CompanyName,JobTypeName
IT Manager,Confidential,Full Time
Title,CompanyName,JobTypeName
Business Development Manager,Telegeeks LLC,Full Time
Title,CompanyName,JobTypeName
Software Engineer,ECONSTRUCT DESIGN & BUILD Pvt Ltd.,Full Time
Title,CompanyName,JobTypeName
Project Admin,Giza Arabia Systems,Full Time
Title,CompanyName,JobTypeName
Senior Automation Specialist,Giza Arabia Systems,Full Time
Title,CompanyName,JobTypeName
Regional Cooling Service Expert (Cooling systems/HVAC systems),Schneider Electric - Egypt,Full Time
Title,CompanyName,JobTypeName
Senior Technical Talent Acquisition Consultant,Antal International - Egypt,Full Time
Title,CompanyName,JobTypeName
Test Engineer,DXC.technology,Full Time
Title,CompanyName,JobTypeName
IT operation and maintenance engineer,Midea Group,Full Time
Title,CompanyName,JobTypeName
Junior Computer Vision Engineer,Noases,Full Time
Title,CompanyName,JobTypeName
Customer Support Advisor,IQRA Network,Full Time
Title,CompanyName,JobTypeName
Customer Support Advisor,IQRA Network,Work From Home
Title,CompanyName,JobTypeName
PHP Developer required,Confidential,Full Time
Title,CompanyName,JobTypeName
Trading Services Specialist,Zeal Capital Market (Seychelles) Limited,Full Time
Title,CompanyName,JobTypeName
Lead Management Engineer - French Speaker,Schneider Electric - Egypt,Full Time
Title,CompanyName,JobTypeName
Sales Client Executive – Banking/Financial Services -Large Multinational IT,PILLARS CONSULTANCY & RECRUITMENT,Full Time
Title,CompanyName,JobTypeName
Senior UI/UX Designer,AFFSQUARE,Full Time
Title,CompanyName,JobTypeName
Full Stack Developer - MERN,Confidential,Full Time
Title,CompanyName,JobTypeName
Full Stack Developer - MERN,Confidential,Freelance / Project
Title,CompanyName,JobTypeName
Mid Level Testing Engineer,Octane solutions,Full Time
Title,CompanyName,JobTypeName
Senior Testing Engineer,Octane solutions,Full Time
Title,CompanyName,JobTypeName
Digital Marketing Manager,Confidential,Full Time
Title,CompanyName,JobTypeName
PHP Backend Developer,Confidential,Full Time
Title,CompanyName,JobTypeName
Java Developer,DXC.technology,Full Time
Title,CompanyName,JobTypeName
Flutter Mobile Developer,Confidential,Full Time
Title,CompanyName,JobTypeName
Data Analyst,Confidential,Full Time
Title,CompanyName,JobTypeName
Technical Support,Confidential,Full Time
Title,CompanyName,JobTypeName
Senior Manager E-Payments Development,Raya Holding for Financial Investments,Full Time
Title,CompanyName,JobTypeName
Product Manager,Confidential,Full Time
Title,CompanyName,JobTypeName
Senior Front End Developer,SURE International Technology,Full Time
Title,CompanyName,JobTypeName
Information Security Senior Specialist,Xceed Contact Center,Full Time
Title,CompanyName,JobTypeName
Java Developer.,Ejada,Full Time
Title,CompanyName,JobTypeName
Software Sales Account Manager,Roaya,Full Time
Title,CompanyName,JobTypeName
"SAP Consultant "" business One""",Egast,Full Time
Title,CompanyName,JobTypeName
Digital Marketing Specialist,Aliaict,Full Time
Title,CompanyName,JobTypeName
Software Development Team Leader (Java & Angular),softprograms,Full Time
Title,CompanyName,JobTypeName
Senior React Developer,Arabian Advanced Systems,Full Time
Title,CompanyName,JobTypeName
Senior React Developer,Arabian Advanced Systems,Work From Home
Title,CompanyName,JobTypeName
Online Live Support Senior Specialist,Network International -Egypt,Full Time
Title,CompanyName,JobTypeName
Java Spring Boot Developer,DX Republic,Full Time
Title,CompanyName,JobTypeName
Software Business Analyst,softprograms,Full Time
Title,CompanyName,JobTypeName
Embedded Hardware Senior Engineer,Samaya Electronics Egypt LTD,Full Time
Title,CompanyName,JobTypeName
Senior Full Stack Developer (.NET Core & Angular),softprograms,Full Time
Title,CompanyName,JobTypeName
Senior Software Testing Engineer,softprograms,Full Time
Title,CompanyName,JobTypeName
Senior java Full Stack Developer (Spring Boot & Angular),softprograms,Full Time
Title,CompanyName,JobTypeName
Junior Web Developer - Full Stack,EEC Group,Full Time
Title,CompanyName,JobTypeName
SEO Specialist,Kian Alraqmih,Full Time
Title,CompanyName,JobTypeName
Network Instructor1,MICA,Full Time
Title,CompanyName,JobTypeName
Technical Business Analyst and Project Manager,acwme,Full Time
Title,CompanyName,JobTypeName
Technical Business Analyst and Project Manager,acwme,Part Time
Title,CompanyName,JobTypeName
Technical Business Analyst and Project Manager,acwme,Work From Home
Title,CompanyName,JobTypeName
Assistant Director of Engineering,Four Seasons Hotels and Resorts,Full Time
Title,CompanyName,JobTypeName
Intern Bachelors Cyber Sec,"Honeywell International, Inc.",Full Time
Title,CompanyName,JobTypeName
Sea Logistics Expert- Systems and process,Kuehne & Nagel Logistics,Full Time
Title,CompanyName,JobTypeName
"Senior Associate, Packaging Engineer",S.C. Johnson & Son Inc,Full Time
Title,CompanyName,JobTypeName
Infrastructure Manager,Raya Holding for Financial Investments,Full Time
Title,CompanyName,JobTypeName
Senior Full Stack .Net Web Developer,eBSEG,Full Time
Title,CompanyName,JobTypeName
Quality Manager,Confidential,Full Time
Title,CompanyName,JobTypeName
Full Stack wordpress Developer,Osolutions,Full Time
Title,CompanyName,JobTypeName
CCTV Engineer (Light Current),Kasrawy Group,Full Time
Title,CompanyName,JobTypeName
web developer,Measuresoft oil and gas Services,Full Time
Title,CompanyName,JobTypeName
Application Manager,Confidential,Full Time
Title,CompanyName,JobTypeName
Senior .NET Core Web Developer,Confidential,Full Time
Title,CompanyName,JobTypeName
Senior Front End Developer (Angular Developer),Confidential,Full Time
Title,CompanyName,JobTypeName
Application Support Officer,Global Academic Foundation Hosting University of Hertfordshire UH,Full Time
Title,CompanyName,JobTypeName
Pre Sales Engineer,IT Pillars,Full Time
Title,CompanyName,JobTypeName
Network Technical Support,IT Pillars,Full Time
Title,CompanyName,JobTypeName
System Analyst,IT Pillars,Full Time
Title,CompanyName,JobTypeName
Software Testing Team Lead,DX Republic,Full Time
Title,CompanyName,JobTypeName
SAP PP - QM / PM Consultant,Confidential,Full Time
Title,CompanyName,JobTypeName
Sales Client Executive - Banking/Financial Services - Large Multinational IT,Pillars,Full Time
Title,CompanyName,JobTypeName
Senior Quality Auditor,Khatib & Alami,Full Time
Title,CompanyName,JobTypeName
Automation Testing Team Leader,Al Ahly Momkn for e-payment,Full Time
Title,CompanyName,JobTypeName
Senior Software Developer,eVision,Full Time
Title,CompanyName,JobTypeName
QA Mobile Engineer,Numrah,Full Time
Title,CompanyName,JobTypeName
SAP Admin / IT Admin,Nature's Rule Egypt LLC,Full Time
Title,CompanyName,JobTypeName
Senior IT Specialist (Help Desk & Technical Support),Statements for Consulting,Full Time
Title,CompanyName,JobTypeName
TEMENOS INFINITY Architect,Ultimate Solutions Egypt,Full Time
Title,CompanyName,JobTypeName
ERP Project Manager,OdooTec,Full Time
Title,CompanyName,JobTypeName
Senior Scrum Master,Sarmady,Full Time
Title,CompanyName,JobTypeName
TEMENOS INFINITY Developer,Ultimate Solutions Egypt,Full Time
Title,CompanyName,JobTypeName
Software Development Team Lead,OdooTec,Full Time
Title,CompanyName,JobTypeName
IT Support Engineer,Elhazek Construction,Full Time
Title,CompanyName,JobTypeName
.net Developer,Confidential,Full Time
Title,CompanyName,JobTypeName
System Analyst (Hybrid work),Kick Start Interactive,Full Time
Title,CompanyName,JobTypeName
Flutter Developers,Noases,Full Time
Title,CompanyName,JobTypeName
Full Stack Engineer,Noases,Full Time
Title,CompanyName,JobTypeName
Software tester / system analyst,INNOVA SOFT,Full Time
Title,CompanyName,JobTypeName
Software tester / system analyst,INNOVA SOFT,Work From Home
Title,CompanyName,JobTypeName
National Project Logistics Customer Excellence Manager,Kuehne & Nagel Logistics,Full Time
Title,CompanyName,JobTypeName
Field Engineer I - Directional Drilling,"Halliburton Energy Services, Inc.",Full Time
Title,CompanyName,JobTypeName
Offer Marketing Senior Engineer,Schneider Electric - Egypt,Full Time
Title,CompanyName,JobTypeName
Presales Consultant – Dell Technologies,VAS Integrated Solutions,Full Time
Title,CompanyName,JobTypeName
Senior Channel Sale Manager - Fortinet,VAS Integrated Solutions,Full Time
Title,CompanyName,JobTypeName
Senior Presales Consultant - Fortinet,VAS Integrated Solutions,Full Time
Title,CompanyName,JobTypeName
Senior Technical Support Engineer,Schneider Electric - Egypt,Full Time
Title,CompanyName,JobTypeName
Delegated Admin & CI Senior Expert,Schneider Electric - Egypt,Full Time
Title,CompanyName,JobTypeName
Delivery Manager - Scrum Master,Giza Arabia Systems,Full Time
Title,CompanyName,JobTypeName
Project Controller Associate,Schneider Electric - Egypt,Full Time
Title,CompanyName,JobTypeName
Project Engineer,Giza Arabia Systems,Full Time
Title,CompanyName,JobTypeName
Software Solution Sales Engineer,Schneider Electric - Egypt,Full Time
Title,CompanyName,JobTypeName
Head OF Operations,Nerva,Full Time
Title,CompanyName,JobTypeName
Key Accounts Manager,Confidential,Full Time
Title,CompanyName,JobTypeName
Vice president of Technology,Auto Tager,Full Time
Title,CompanyName,JobTypeName
Senior Application Support Engineer,GET Group- Egypt,Full Time
Title,CompanyName,JobTypeName
Senior Frontend Developer- Angular,Egabi FSI,Full Time
Title,CompanyName,JobTypeName
Financial Manager (Hospitality and Real Estate) in KSA,Nerva,Full Time
Title,CompanyName,JobTypeName
Senior Channel Sale Manager - Fortinet,Giza Arabia Systems,Full Time
Title,CompanyName,JobTypeName
Head of Technical Delivery-Smart Solutions,Giza Arabia Systems,Full Time
Title,CompanyName,JobTypeName
Technical Support,Basata,Full Time
Title,CompanyName,JobTypeName
Oracle Developer,Arabian Advanced Systems,Full Time
Title,CompanyName,JobTypeName
Oracle Developer,Arabian Advanced Systems,Work From Home
Title,CompanyName,JobTypeName
Senior DevOps Engineer,Giza Arabia Systems,Full Time
Title,CompanyName,JobTypeName
Data Engineer,Erada,Full Time
Title,CompanyName,JobTypeName
Consultant (Gender and Social Inclusion),WorldFish,Full Time
Title,CompanyName,JobTypeName
Consultant (Gender and Social Inclusion),WorldFish,Work From Home
Title,CompanyName,JobTypeName
DevOps Practice Manager,Giza Arabia Systems,Full Time
Title,CompanyName,JobTypeName
Presales Consultant – Dell Technologies,Giza Arabia Systems,Full Time
Title,CompanyName,JobTypeName
Technical Manager (International Construction),PILLARS CONSULTANCY & RECRUITMENT,Full Time
Title,CompanyName,JobTypeName
Senior Quality Control Engineer,WUZZUF,Full Time
Title,CompanyName,JobTypeName
Infrastructure&Support Specialist,Shatta,Full Time
Title,CompanyName,JobTypeName
Graphic Designer specialist,Confidential,Full Time
Title,CompanyName,JobTypeName
Infrastructure Team Leader,Shatta,Full Time
Title,CompanyName,JobTypeName
.Net Developer,DXC.technology,Full Time
Title,CompanyName,JobTypeName
WordPress/WooCommerce Developer,"Nile Bits, LLC.",Full Time
Title,CompanyName,JobTypeName
WordPress/WooCommerce Developer,"Nile Bits, LLC.",Work From Home
Title,CompanyName,JobTypeName
Senior Technical Project Owner,9H Capital,Full Time
Title,CompanyName,JobTypeName
Senior Technical Project Owner,9H Capital,Work From Home
Title,CompanyName,JobTypeName
"Vendor Consultant - Italian Speakers, AVS-NOP",Amazon MENA,Full Time
Title,CompanyName,JobTypeName
"Investigations Manager I, Shopping Experience Protection Operations (SEPO)-Customer Discovery Trust",Amazon MENA,Full Time
Title,CompanyName,JobTypeName
Software Sales Account manager ( Per project ),Intercept Technologies,Freelance / Project
Title,CompanyName,JobTypeName
Quality Control Engineer Internship,WUZZUF,Internship
Title,CompanyName,JobTypeName
Senior LMS Administrator,Expleo,Full Time
Title,CompanyName,JobTypeName
Backend Developer Internship,WUZZUF,Internship
Title,CompanyName,JobTypeName
Call Dispatcher & Tech. Support,Confidential,Full Time
Title,CompanyName,JobTypeName
IT Specialist,Confidential,Full Time
Title,CompanyName,JobTypeName
IT Specialist,Confidential,Part Time
Title,CompanyName,JobTypeName
IT Specialist,Confidential,Freelance / Project
Title,CompanyName,JobTypeName
Odoo Functional Consultant,Nerva,Full Time
Title,CompanyName,JobTypeName
Security Engineer (6th of October),El-Sewedy Electrometer,Full Time
Title,CompanyName,JobTypeName
Account Manager-Alexandria,Arabic Localizer,Full Time
Title,CompanyName,JobTypeName
System Administrator,Nour Eldin Elsherif for Trading vehicles,Full Time
Title,CompanyName,JobTypeName
Senior Network Security Engineer,Confidential,Full Time
Title,CompanyName,JobTypeName
IT Specialist,Expleo,Full Time
Title,CompanyName,JobTypeName
IT Help Desk,Delta Egypt For Lighting,Full Time
Title,CompanyName,JobTypeName
Oracle Developer,Tokio Marine Egypt General,Full Time
Title,CompanyName,JobTypeName
ERP Support Assistant,Kasrawy Group,Full Time
Title,CompanyName,JobTypeName
Automation Testing Engineer.,Fawry for Banking Technology and Electronic Payments S.A.E,Full Time
Title,CompanyName,JobTypeName
IT Sales Executive,Mass Technology,Full Time
Title,CompanyName,JobTypeName
Senior Testing Engineer,Fawry for Banking Technology and Electronic Payments S.A.E,Full Time
Title,CompanyName,JobTypeName
.NET Team Lead,Confidential,Full Time
Title,CompanyName,JobTypeName
Senior Front-End Developer,Youxel,Full Time
Title,CompanyName,JobTypeName
WordPress Software Engineer (8+ years Experience),9H Capital,Work From Home
Title,CompanyName,JobTypeName
Senior Technical Manager - Enterprise Resource Planning (ERP) System,Confidential,Full Time
Title,CompanyName,JobTypeName
Odoo Implementer,365 Ecology,Full Time
Title,CompanyName,JobTypeName
Senior PHP Developer,Amasi,Full Time
Title,CompanyName,JobTypeName
Senior PHP Developer,Amasi,Work From Home
Title,CompanyName,JobTypeName
Software Tester,Confidential,Full Time
Title,CompanyName,JobTypeName
Junior Android Developer,Confidential,Full Time
Title,CompanyName,JobTypeName
Embedded Software Engineer,Confidential,Full Time
Title,CompanyName,JobTypeName
Graphic Designer,2CooM,Full Time
Title,CompanyName,JobTypeName
senior software tester,International Advanced,Full Time
Title,CompanyName,JobTypeName
Business Analyst,Confidential,Full Time
Title,CompanyName,JobTypeName
Senior React Native Developer,Bypa-ss,Full Time
Title,CompanyName,JobTypeName
Junior React Native developer,Bypa-ss,Full Time
Title,CompanyName,JobTypeName
Senior Java Developer,Bypa-ss,Full Time
Title,CompanyName,JobTypeName
IT Network Administrator,Cilantro,Full Time
Title,CompanyName,JobTypeName
Head of Technical Delivery,Confidential,Full Time
Title,CompanyName,JobTypeName
Senior Java Developer,Amasi,Full Time
Title,CompanyName,JobTypeName
Senior Java Developer,Amasi,Work From Home
Title,CompanyName,JobTypeName
Oracle Developer,(MSA) October University,Full Time
Title,CompanyName,JobTypeName
Technical Support Engineer,Arabian Advanced Systems,Full Time
Title,CompanyName,JobTypeName
Business Development Manager,Gamers Lounge,Full Time
Title,CompanyName,JobTypeName
Front End Engineer (Angular/Ionic) High Growth Startup,Deal,Full Time
Title,CompanyName,JobTypeName
Front End Engineer (Angular/Ionic) High Growth Startup,Deal,Work From Home
Title,CompanyName,JobTypeName
senior Full-Stack Developer,SevenCodeApps,Full Time
Title,CompanyName,JobTypeName
senior Full-Stack Developer,SevenCodeApps,Freelance / Project
Title,CompanyName,JobTypeName
sales executive,SevenCodeApps,Full Time
Title,CompanyName,JobTypeName
Content Creator,Ali Alkhajeh Development,Full Time
Title,CompanyName,JobTypeName
