CompanyName,Title,MinSalary,MaxSalary,EducationLevel,JobDescription,CareerLevel,Experience,NumOfVacancies,PostingDate,Address,City
Bydotpy,Product Manager,0,0,Not Specified,Bydotpy- a fintech gamechanger- is looking for a talented and experienced Product Manager to join our team. We are a fast-growing company with a vision to expand into the Gulf market- and we need someone who can help us achieve our goals. We are currently a small team- so we need a one-man show who can handle all aspects of product management- from ideation to launch. The ideal candidate will have experience working in a tech environment- a deep understanding of the fintech industry- and a passion for innovation. You will also be skilled in data analysis- user research- and product strategy. Responsibilities: Define and execute product strategy and roadmap. Conduct user research and gather customer feedback. Work with engineering and design teams to develop product requirements and specifications. Manage the product development process from ideation to launch. Develop and execute go-to-market strategies and launch plans. Monitor product performance and analyze data to identify areas for improvement. Stay up-to-date with industry trends and recommend new technologies and best practices. Note: We are only interested in candidates who have experience in product management- not sales or marketing.,Manager,5 To 10 Years,1,2023-10-24 16:21:00,New Cairo,Cairo
Skarpt Company,Java Developer,0,0,Bachelor'S Degree,Contribute to all phases of the development lifecycle Write well-designed- testable- efficient code Ensure designs are in compliance with specifications Prepare and produce releases of software components Support continuous improvement by investigating alternatives and technologies and presenting these for architectural review,Entry Level (Junior Level / Fresh Grad),0 To 1 Year,1,2023-10-24 16:21:00,,Giza
Confidential,IT Digital Transformation Manager,0,0,Bachelor'S Degree,Business Solutions: • Improve operational efficiency and increase productivity by streamlining and automating business processes. • Analyze business requirements by partnering with key stakeholders across the organization to develop workflows- perform gap analysis based on best practices- and implement best-fit solutions to ensure full automation of company processes. • Implement ERP System and resolve implementation issues to ensure on-time implementation and accurate reporting. • Stay up to date with new technologies and incorporate new techniques and tools into existing workflows.  Manufacturing Execution Systems: • Identify areas where MES can be implemented- and automation can be done to eliminate human interference and ensure on-time monitoring of performance. • Partner with the technical team to select the best-fit systems • Follow up on implementation to ensure on-time implementation. • Ensure that the MES system is designed- configured- and implemented in a way that meets the specific needs of the organization and that it supports the organization's business objectives.  Data Analytics: • Enable data-driven decision-making by developing dashboards to report insights- identify trends- and make predictions. • Develop dashboards to automate all company metrics and KPIs. • Ensure that data is accurate- complete- and properly stored and implement data governance policies and procedures to maintain the quality and integrity of the data.  Artificial Intelligence: • Identify opportunities where AI can be used to improve business operations and enhance customer experience. • Connect and assess service providers. • Design and implement AI solutions and manage AI projects to ensure on-time delivery within budget. Infrastructure  Infrastructure : • Develop and maintain all IT strategies- standards- procedures- and policies. • Evaluate new technologies and implement initiatives for their adoption in the organization's IT infrastructure for business enablement. • Implement technologies for business enablement such as video analytics- conference solutions- and communication solutions. . Manage IT staff by selecting- recruiting- and training employees- communicating job expectations- and monitoring and evaluating performance. • Manage and maintain the IT infrastructure: This includes overseeing the installation- configuration- and maintenance of hardware- software- and network equipment such as servers- routers- switches- and firewalls. In addition to maintaining company LAN and WAN performance. • Ensure data security and privacy by implementing all levels of security in the Infrastructure and OT and ensure that all IT infrastructure is protected from threats and potential attacks and implement measures to safeguard confidential data and information.,Manager,10 To 15 Years,1,2023-10-24 16:22:00,Nasr City,Cairo
Cashcall,Technical Operations Engineer,0,0,Not Specified,As a technical Operations manager- your role will include: Solving individual or global internal/external complaints over several channels. Implementing required systems configuration and operational changes in production platforms including upgrades & expansions. Automating system administration tasks utilizing open-source configuration management tools. Diagnose system operational problems quickly and effectively: As a 24X7X365 company- holidays- weekends and on-call responsibilities are required. Coordinate with vendors to resolve hardware and software problems. Ensure End to End Service Monitoring is in place for all services. Perform reporting- data- and requests within assigned responsibilities. Perform Capacity assessments.,Experienced (Non-Manager),More Than 2 Years,2,2023-10-24 16:22:00,Maadi,Cairo
Skarpt Company,IOT Developer,0,0,Bachelor'S Degree,About the role Creation and development of the devices- sensors- and software that allows the device to connect seamlessly with other systems. Research- create test- and document IoT solutions with integrated systems and devices for Skärpt Smart solutions. Responsibilities •Creating and developing devices- sensors- and software •Researching- creating- testing- and documenting IoT solutions •Designing- coding- and testing features of IoT devices •Providing solutions to issues related to the connection of networks and platforms •Analysinguser needs and working as service designers •Developing software that monitors and executes processes •Designing platform solutions that are cloud-compatible and work with IoT applications •Developing software that allows IoT devices to function and connect to other devices,Entry Level (Junior Level / Fresh Grad),0 To 1 Year,1,2023-10-24 16:22:00,,Giza
Lumin,Senior Infrastructure Engineer,0,0,Not Specified,Implementing new network solutions and improving the efficiency of current networks Installing- configuring and supporting (LAN & WAN) network equipment including routers- switches- AP. Installing and configuring network devices (Wi-Fi AP- Routers- Switches ... etc.) on multiple vendors. (Cisco- Fortigate- Aruba- HP … etc.) Security architecture development (high- and low-level design implementation). Configuring firewalls- routing and switching to maximize network efficiency and security. Experience with NGFWs- Mail Gateways- Web Gateways- WAF- Endpoint protection- SSL-VPN and IPSec-VPN- Traffic monitoring tools Maximizing network performance through ongoing monitoring and troubleshooting. Detecting & Solving existing network threats and security issues. Determining the latest technologies and processes that improve the overall security of the system. Modifying the technical- legal- and regulatory aspects of the system security. Configure and maintaining security policies. Implementing regulatory systems in accordance with IT security. Reporting the security analysis and monitoring findings. Creating and updating network documentation & diagrams.,Experienced (Non-Manager),6 To 8 Years,1,2023-10-24 16:22:00,Sheikh Zayed,Giza
SSC Egypt,Senior NET Developer,0,0,Not Specified,·         Implement high-quality software based on provided design and architecture. ·         Develop distributed- high load- scalable and secure systems • Develop technical specifications and architecture. ·         Analyze systems flow- data usage- and work processes and anticipate/investigate problem areas. ·         Write clean and efficient code using .Net core programming languages. ·         In-depth experience with MS-SQL Server and SQL programming language. ·         Knowledge of SSRS reporting is a great plus. ·         Implement multi-threading code and asynchronous operations. ·         Develop tools and applications by producing clean and efficient code. ·         Deploy fully functional websites and applications to DEV (Alpha) and UAT (Beta) environments. ·         Collaborate with your team to review and debug code. ·         Test- debug- and troubleshoot .NET websites and applications.,Experienced (Non-Manager),3 To 6 Years,1,2023-10-24 16:22:00,,Cairo
International Advanced,Customer Support Representative,0,0,Not Specified,Respond to customer queries in a timely and accurate way- via phone- email or chat. Identify customer needs and help customers use specific features. Analyze and report product malfunctions (for example- by testing different scenarios or impersonating users). Update our internal databases with information about technical issues and useful discussions with customers. Monitor customer complaints on social media and reach out to provide assistance. Share feature requests and effective workarounds with team members. Inform customers about new features and functionalities. Follow up with customers to ensure their technical issues are resolved. Gather customer feedback and share with our Product- Sales and Marketing teams.,Experienced (Non-Manager),1 To 2 Years,2,2023-10-24 16:22:00,Nasr City,Cairo
ENOVA Facilities Management,JR_IT Support,0,0,Not Specified,*Role Details – Key Responsibilities And Accountabilities:  1-Installing and configuring computer hardware- software- systems- networks- printers and scanners. 2-Monitoring and maintaining computer systems and networks. 3-Responding in a timely manner to service issues and requests. 4-Providing technical support across the company. 5-Repairing and replacing equipment as necessary 6-Identifying hardware and software solutions. 7-Troubleshooting / diagnosing technical issues. 8-Following up with end users to ensure the problem is resolved. 9-Supporting the roll-out of new applications.,Entry Level (Junior Level / Fresh Grad),1 To 3 Years,1,2023-10-24 16:22:00,New Cairo,Cairo
Confidential,Senior Business Analyst,0,0,Not Specified,We are looking for a Business Analyst who will be responsible for managing the development and maintenance of project documentation. Gathering and analyzing company data to identify vulnerabilities in processes and devise data-driven solutions for improvements. Your Responsibilities will include: Collaborate with stakeholders to identify business requirements and document them in a clear and concise manner. Proven experience in translating Business requirements into functional specifications. Work closely with developers and other technical staff to ensure that technical solutions align with business requirements. Improves system by studying current practices & designing modifications. Conduct commercial and technical feasibility study as needed. Analyze and document business processes and workflows. Create User Stories to clarify system behavior & Acceptance criteria. Documenting and Reporting tools like JIRA- Microsoft Visio. Develop and maintain documentation- including business requirements- functional specifications- and technical documentation.,Experienced (Non-Manager),3 To 6 Years,1,2023-10-24 16:22:00,,Cairo
Confidential,Full Stack developer (ASP.NET Core- Angular 9+),0,0,Not Specified,Responsibilities: Write clean- scalable code using ASP.NET Core C#. Collaborate with development teams and product managers to ideate software solutions Design client-side and server-side architecture. Build the front-end of applications through appealing visual design. Develop and manage well-functioning databases and applications. Understand and develop software solutions to meet end user's requirements.,Experienced (Non-Manager),5 To 8 Years,1,2023-10-24 16:22:00,,Cairo
Confidential,Senior Backend Developer (.NET Core),0,0,Not Specified,We are looking for a Senior backend developer with the following skill set. Responsibilities: Write clean- scalable code using C#- and .NET Core programming languages. Perform a full life cycle application development.  Deploy applications on servers. Play a key role in feature implementation and enhancement- code refactoring and defect fixing. Ensure troubleshooting and analysis to assess root cause of application issues.  Participate in the estimation of new features- and components. Follow test driven development methodology to increase the product quality.  Documenting users' requirements and prepare release note.,Experienced (Non-Manager),5 To 7 Years,1,2023-10-24 16:22:00,,Cairo
WSC,Front End Developer,0,0,Not Specified,Develop front-facing features and solutions by transforming UI/UX design mockups perfectly- Conceive and build responsive and adaptive solutions for web applications- Optimize the user experience through performance and accessibility enhancements- Ensure cross-browser and device compatibility for a consistent user experience- Coordinate and collaborate with Backend developers to Integrate RESTful APIs- Work on an Agile team to develop- test- and maintain- while collaborating with team members on product backlog grooming- sprint planning- execution- review- and retrospective using  project management software- Be an active contributor to front-end development best practices- Manage individual project priorities- deadlines- and deliverables.,Experienced (Non-Manager),4 To 8 Years,3,2023-10-24 16:22:00,,Giza
Callvita,React Native UI Software Engineer,0,0,Not Specified,Job Description: We are seeking a talented and experienced React Native UI Software Engineer to join our team. As a React Native UI Software Engineer- you will be responsible for designing and developing user interfaces for our mobile applications using the React Native framework. You will collaborate with cross-functional teams- including designers- product managers- and backend developers- to create visually appealing and intuitive user interfaces that deliver a seamless mobile user experience. Responsibilities: Design and implement user interfaces for mobile applications using React Native framework. Collaborate with designers and product managers to understand user requirements and translate them into technical specifications. Develop reusable UI components that can be shared across multiple mobile applications. Ensure the responsiveness and scalability of the UI components across various mobile devices and screen sizes. Write clean- efficient- and maintainable code using React Native best practices. Conduct regular code reviews and participate in team discussions to ensure high-quality software deliverables. Optimize UI performance to deliver fast and smooth user interactions. Stay updated with the latest trends and advancements in React Native and mobile UI development. Troubleshoot and debug UI issues reported by users or identified during testing phases. Collaborate with the backend development team to integrate UI components with backend systems and APIs.,Experienced (Non-Manager),1 To 3 Years,2,2023-10-24 16:22:00,New Cairo,Cairo
Callvita,Full Stack Software Engineer,0,0,Bachelor'S Degree,We are looking for a React Native developer interested in building performant mobile apps on both the iOS and Android platforms. You will be responsible for architecting and building these applications- as well as coordinating with the teams responsible for other layers of the product infrastructure. Building a product is a highly collaborative effort- and as such- a strong team player with a commitment to perfection is required. Responsibilities Build pixel-perfect- buttery smooth UIs across both mobile platforms. Leverage native APIs for deep integrations with both platforms. Diagnose and fix bugs and performance bottlenecks for performance that feels native. Reach out to the open source community to encourage and help implement mission-critical software fixes—React Native moves fast and often breaks things. Maintain code and write automated tests to ensure the product is of the highest quality. Transition existing React web apps to React Native. Skills Firm grasp of the JavaScript- typescript- and its nuances- including ES6+ syntax Knowledge of object-oriented programming Ability to write well-documented- clean Javascript code Rock solid at working with third-party dependencies and debugging dependency conflicts Familiarity with native build tools- like XCode- Gradle {{Android Studio- IntelliJ}} Understanding of REST APIs- the document request model- and offline storage Experience with automated testing suites- like {{Jest or Mocha}},Experienced (Non-Manager),1 To 5 Years,1,2023-10-24 16:22:00,Maadi,Cairo
New Energy EV,Wordpress Developer,0,0,Not Specified,Role: WordPress Developer Responsibilities: - Develop and customize WordPress websites- themes- and plugins. - Collaborate with designers- content creators- and developers. - Write clean- well-documented code using HTML- CSS- JavaScript- and PHP. - Test- debug- and ensure the performance and security of WordPress sites. - Integrate third-party APIs and services. - Optimize websites for speed- performance- and SEO. - Provide ongoing maintenance and support. - Stay updated with WordPress development trends.  ,Experienced (Non-Manager),3 To 13 Years,1,2023-10-24 16:22:00,Maadi,Cairo
Informatique Education,Business Analyst,0,0,Not Specified,Meet business users to collect and understand the business process- laws- and regulations- business rules- Model the business processes and prototypes using VISIO- Axure- or other modeling tools Document processes- procedures- policies- work instructions- etc. Document the ”To be” software requirements specifications using activity diagrams- use case diagram- etc. Document the database requirements Participate in developing or reviewing the test scenarios and test cases Participate in user acceptance test.,Experienced (Non-Manager),1 To 3 Years,1,2023-10-24 16:22:00,Nasr City,Cairo
Informatique Education,project manager,0,0,Not Specified,Coordinate internal resources and third parties/vendors for the flawless execution of projects Ensure that all projects are delivered on-time- within scope and within budget Developing project scopes and objectives- involving all relevant stakeholders and ensuring technical feasibility Ensure resource availability and allocation Develop a detailed project plan to track progress Use appropriate verification techniques to manage changes in project scope- schedule and costs Measure project performance using appropriate systems- tools and techniques Report and escalate to management as needed Manage the relationship with the client and all stakeholders Perform risk management to minimize project risks Establish and maintain relationships with third parties/vendors Create and maintain comprehensive project documentation,Manager,3 To 7 Years,1,2023-10-24 16:22:00,Nasr City,Cairo
Tawzef,Senior Business Intelligence Specialist,0,0,Not Specified,Gathers and Analyze business intelligence from a variety of sources including company data- industry and field reports- public information- or purchased sources to ensure comprehensive Visualizations for effective decision making. Conducts thorough data analysis efforts to provide well-designed Data warehouse system and Analytics development design on different platforms. like Oracle data warehouse. Analyzes data and be able to build data model and data transformations using SQL- Python. Design and configure analytical reporting solution and delivery of dashboards to the business user and enhances and maintains the BI tool architecture. Develop reports and dashboards using modern visualization tools like Oracle Analytics Server- Tableau- and Power BI- Collaboration with the business user to determine business requirements. Communicates requirements to ETL developers and assists end users with User Acceptance Testing (UAT) needs. Build and Develop Data pipelines using Different enterprise ETL solutions like Oracle Data Integrator and Informatica. Participates in the implementation of end-to-end BI solutions both on prem and at cloud Performs report and dashboard system and integration testing (SIT) for the developed data transformation pipelines and Dashboards. Performs both unit and system testing of the Business Intelligence solution to ensure the code meets the functional and technical requirements. Situational Response & Problem Solving Independently Analyze the Situations- diagnose the root-causes and develop & implement the solution to ensure that all immediate situations are responded on timely manners to avoid business risks. Continuous Improvement Utilizes best practices to review existing reports- recommend performance improvements- and advise on the best visual representation of analytics. Maintains effective communication and collaboration within the team and across departments.   ,Experienced (Non-Manager),5 To 7 Years,1,2023-10-24 16:22:00,Mohandessin,Giza
Bevatel,Senior Software Engineer,0,0,Not Specified,Collaborate with cross-functional teams to analyze the existing monolithic application and design a strategy for splitting it into services. Develop- deploy- and maintain services using Node.js- React- Prisma- Redux- and Next.js while adhering to best scalability- reliability- and security practices. Create well-defined APIs- ensuring proper documentation and versioning to facilitate communication between services. Identify performance bottlenecks in the existing application and optimize the newly developed services for improved speed and efficiency. Write clean- maintainable code and conduct thorough testing to ensure the reliability of the services. Implement unit tests- integration tests- and end-to-end tests. Implement security best practices- such as authentication and authorization mechanisms- to protect data and ensure industry standards and regulations compliance. Documentation: Maintain detailed documentation of architectural decisions- code- and API specifications for future reference and team knowledge sharing. Monitoring and Troubleshooting: Implement monitoring solutions and proactive error handling to identify and resolve issues.,Experienced (Non-Manager),3 To 5 Years,1,2023-10-24 16:22:00,Dokki,Giza
Wicresoft,Technical Support Engineer,0,0,Not Specified,Technical Support Engineer’s primary focus will be ensuring that all customers are very satisfied with the effectiveness and efficiency of the support they receive. Utilizing knowledge of the customer environment- the will deliver timely and high-quality incident resolution focusing on root cause analysis- prevention- and knowledge transfer. They will effectively manage cases and sub-cases to ensure timely and high-quality communication with customers and resolution of all issues. They will develop a relationship with their technical peers for the technology they support and related technologies to ensure improved collaboration and satisfaction in support. Responsibilities Applying strong verbal and written communication skills in the supported language- and solid technical knowledge of supported customer products- to represent and communicate with end user through telephone- email and web response- carrying out the following activities as needed: • Represent and communicate with customer end users • Manage relationships with multiple customers- partners and collaborate with business contacts within customer organization • Use standard processes- implement existing diagnosis methods- solutions/workarounds to effectively deal with customer and technical issues to achieve problem resolution and customer satisfaction • Document incidents- report end user suggestions and technical issues to customer • Respond to voice of end user- utilize internal escalations and meet response- resolution- efficiency- productivity and utilization targets required by customer • Communicate and collaborate with cross-group peers and customer resources both proactively and reactively in order to identify and leverage the right resources to arrive at solutions to tough and hot problems • Produce quality documentation and share with the appropriate team members and tech lead as appropriate • Compliance with the service operation processes for execution excellence • Adherence to the customer Business Code of Conduct in all end user interactions and interactions with customer- and • Strict adherence to data privacy guidelines – never putting end user PII at risk,Experienced (Non-Manager),1 To 3 Years,2,2023-10-24 16:22:00,,Cairo
Airpoint,Software Sales Representative/Manager,0,0,Not Specified,AirPoint EG is currently in need of candidates for the below position: Software Sales Representative Responsibility and Duties: 1. Listening to customer requirements and presenting appropriately to make a sale also create a quotation to customers 2. Managing the contracting process with the client and following up on providing appropriate solutions. 3. Generate new business using existing and potential customer networks. 4. can handle client objectives and close deals. 5. Maintains relationships with clients by providing support- information- and guidance on phase after-sales.,Experienced (Non-Manager),1 To 3 Years,1,2023-10-24 16:22:00,Maadi,Cairo
Fixed Solutions,Digital Marketing Manager,0,0,Not Specified,Develop and implement comprehensive digital marketing strategies aligned with company objectives.  Manage and optimize digital advertising campaigns- including PPC- display- and social media advertising.  Oversee content marketing efforts- including blog posts- email marketing- and social media content.  Collaborate with the marketing team to ensure brand consistency across all digital channels.  Conduct in-depth market research and competitor analysis to identify opportunities.  Manage and analyze key performance metrics- providing insights and recommendations.  Stay up-to-date with digital marketing trends- emerging technologies- and industry best practices.  Lead and mentor the team.  Collaborate with external agencies and vendors as needed.  Drive lead generation and customer acquisition efforts through digital channels.,Manager,3 To 5 Years,1,2023-10-24 16:22:00,,Cairo
RDI,Sales Account Manager,0,0,Bachelor'S Degree,Meet and exceed targets for net-new revenue and sales pipeline- accurately forecast sales- pipeline and usage for the products and solutions in scope. Generating and contacting sales leads and set up appointments to present company products. Effectively turn prospects and qualified leads into opportunities and revenue pipeline by filtering them through different criteria Lead designated territory- including accounts- account relationships- prospect profiling- and sales cycles. Maintaining an accurate record of all leads- customer accounts- and sales. Strategically negotiating with potential and existing customers to close sales. Generating and submitting sales reports on time. Establish- develop and maintain positive business and customer relationships. Coordinating sales effort with team members and other departments. Supplying management with reports on customer needs- problems- interests- competitive activities- and potential for new products and services. Demand Generation- Pipeline and Opportunity Management. Actively seek out new sales opportunities through cold calling- networking- and social media. Prepare and deliver appropriate presentations on products and services. Define price schedules and discount rates after approval from the higher management. Follow-up through CRM on the projects and cases related to his customers. Meeting daily- weekly and monthly KPI’s in order to hit targets provided.,Experienced (Non-Manager),5 To 7 Years,1,2023-10-24 16:22:00,Dokki,Giza
Alromansiah,SAP SD Consultant,0,0,Not Specified, Work experience required: 3 to 5 years relevant work experience in SD and CX with at least 3 E2E implementations and support projects- especially with 3rd party integration. Languages: Fluent in Arabic and English.  Specialized knowledge and desired skillset: Expertise in SD and CX. Expertise in order management- shipping- billing- partner determination- text determination- and pricing. Expertise in C4C sales and service. Expertise in VAT localization in Saudi Arabia. SAP S/4 Hana experience in implementation and support for retail and manufacturing industries- especially food and FMCG. Solid experience in the integration of SD with MM- FICO- PP- CX- and SF modules. Solid experience in the integration with non-SAP systems like POS. Experience in data migration. Very good verbal and written communication skills. Ability to work independently. Ability to analyze user needs and design complete solutions. Ability to analyze and understand the current custom functionalities implemented in SAP. A proactive- highly goal-oriented- self-motivated work ethic with a strong commitment to teamwork,Senior Management (CEO- GM- Director- Head),More Than 3 Years,1,2023-10-24 16:22:00,,Giza
eVision,Devops Engineer,20000,25000,Not Specified,- Develop and maintain CI/CD pipelines for code deployment. - Implement automation tools and frameworks (CI/CD pipelines). - Collaborate with team members to improve the company’s engineering tools- systems and procedures- and data security. - Conduct systems tests for security- performance- and availability. - Develop and maintain design and troubleshooting documentation. - Implement and manage database systems- ensuring their performance- availability- scalability- and security. - Monitor database performance and optimize SQL queries. - Design and implement database schemas- tables- procedures- and permissions. - Set up data pipelines to pull together information from different source systems; integrating- consolidating and cleansing data; and structuring it for use in individual analytics applications. -Maintain Oracle PL/SQL program units for old systems,Experienced (Non-Manager),2 To 5 Years,1,2023-10-24 16:22:00,New Cairo,Cairo
Travolic.LLc,Junior Backend Developer,0,0,Bachelor'S Degree,Travolic is the first free flight search website in the Middle East and Africa that brings you flights prices from various airlines and online travel agencies all in one trusted place. We help you search- find and compare cheap flights. Once you choose your best travel deal- with one click- we connect you to the airline or travel agency you have chosen for instant booking. We are seeking high-performing- passionate and enthusiastic back-end engineer to join us on our journey of growth and expansion. You will work as part of a team to design and develop high-quality software solutions for web applications and mobile apps. you will implement new features and maintain existing. Your duties will include designing software solutions to meet project requirements- maintaining and refactoring existing code- writing tests- and fixing bugs.  Responsibilities: · Maintain existing systems- including fixing bugs. · Design and develop new custom features to meet project requirements. · Experience in building and maintaining RESTful APIs. · Maintain and update project dependencies as well as fix any conflicts. · Working with other software engineers to develop front-end and back-end architecture that’s well-structured and flexible- along with the APIs to support it. · Compile and analyze data- processes- and codes to troubleshoot problems and identify areas for improvement. · Collaborating with the front-end developers and other team members to establish objectives and design more functional- cohesive codes to enhance the user experience. · Taking the lead on projects- as needed.,Entry Level (Junior Level / Fresh Grad),1 To 3 Years,1,2023-10-24 16:22:00,New Cairo,Cairo
Zewail City,Technical Support Specialist,0,0,Bachelor'S Degree,Job Summary: The objective of the position is to provide professional technical support for ZC computer labs regarding hardware and software issues. Essential Responsibilities: Research and identify solutions to software and hardware issues Diagnose and troubleshoot technical issues- including account setup and network configuration. Track computer system issues through to resolution Properly escalate unresolved issues to appropriate internal teams Ensure all issues are properly logged Routinely conduct penetration testing Follow up with clients to ensure their IT systems are fully functional after troubleshooting Prepare accurate and timely reports Document technical knowledge in the form of notes and manuals Handle daily routine administrative tasks such as reporting Keep open lines of communication with the organization’s appropriate departments,Experienced (Non-Manager),2 To 4 Years,1,2023-10-24 16:23:00,6th of October,Giza
Zewail City,Student Information System (SIS) Specialist,0,0,Bachelor'S Degree,Job Summary: Manage and maintain the student information system (SIS)- currently based on Power Campus. The position includes operating- maintaining- upgrading- and generating system reports to all related academic units such as the admission unit- the registrar unit- the finance department- and the academic programs- as well as the top management. The position requires the creative use and development of tools for a better educational experience for both students and faculty. In addition- the position requires troubleshooting system issues- and training faculty on new tools and features on a one-to-one basis or as focus groups. Essential Responsibilities: Manage- maintain- and administer the students information system (SIS); namely Power Campus Identify problems- troubleshoot- and give solutions regarding the SIS. Create customized SSRS reports as requested and make sure that they meet the business users’ requirements. Manage transcript changes according to requirements- including implementing the calculation and reporting of the student’s grades and GPAs. Provide solutions and assistance in mass data uploads to the SIS. Manage users’ privileges on the SIS based on their tasks and responsibilities. Monitor the system's usage and database health. Conduct analysis on the system usage as well as data usage to provide accurate recommendations and solutions for enhanced workflow.,Experienced (Non-Manager),4 To 5 Years,1,2023-10-24 16:23:00,6th of October,Giza
BeConnected,Senior Backend PHP Developer,0,0,Not Specified,A degree in programming- Computer Science- Engineering or a related subject +5 years experience in PHP and Laravel  Strong Knowledge of object oriented PHP programming Practical experience using the MVC architecture. Solid background knowledge about laravel 10 and livewire 3 Solid background about relational databases and familiar with MYSQL Familiar with front-end technologies like HTML- CSS- Javascript- jquery- AJAX and specially alpine js (add angular 16 or vue 3  if needed) Familiar with version control tools like github and bitbucket Managing APIs such as restful API Strong knowledge about solid principles and how to use design pattern for solving certain problems Passion for best design and coding practices and a desire to develop new bold ideas You know how to work with common third-party APIs like (Google- Facebook- Payment gateways) You have great communication and problem-solving skills. You're curious about new technologies and you're excited to find ways to implement them in your work.,Senior Management (CEO- GM- Director- Head),6 To 15 Years,1,2023-10-23 16:23:00,6th of October,Giza
Simple Touch Software,Software Senior Sales Representative,0,0,Bachelor'S Degree,Generate new leads and follow up on existing leads to achieve sales targets   Conduct product demonstrations and presentations to potential clients Develop and maintain strong relationships with customers to ensure customer satisfaction                Collaborate with the marketing team to develop and implement sales strategies and campaigns  Keep up-to-date with industry trends and competitors' offerings  Provide feedback on market needs and product enhancements Conduct market research and analysis to identify new opportunities for growth Work closely with the product development team to ensure customer needs are met Attend industry events and conferences to network and promote our products  Work with the implementation team to ensure successful on boarding of new customers Develop and maintain a deep understanding of the software product- its features- and its benefits,Experienced (Non-Manager),3 To 5 Years,2,2023-10-23 16:23:00,Maadi,Cairo
Lumin,Sales Account Manager - Fintech,0,0,Not Specified,Generating new sales using existing and potential customer networks Establishing a good rapport with clients. Supervising representatives to ensure increased sales. Preparing reports on accounts and transactions. Tracking account requirements and enhancements from an operation or delivery perspective Suggest actions to improve sales performance and identify opportunities for growth Monitor sales metrics (e.g. quarterly sales results and annual forecasts) Manage a portfolio of accounts to achieve long-term success Generate new business using existing and potential customer networks Resolve conflicts and provide solutions to customers in a timely manner Supervise account representatives to ensure sales increase Report on the status of accounts and transactions Set and track sales account targets- aligned with company objectives Monitor sales metrics (e.g. quarterly sales results and annual forecasts) Suggest actions to improve sales performance and identify opportunities for growth,Experienced (Non-Manager),5 To 10 Years,1,2023-10-23 16:23:00,Sheikh Zayed,Giza
IBM WTC Egypt,Test Specialist,0,0,Not Specified,Introduction As a Test Specialist at IBM- your analytical and technical skills will directly impact the quality of the software we create. Come work in an agile environment where you will help each iteration reach the next level. Whether the testing is manual- automated- or cognitive- you hold a key role in releasing the best deliverables to IBM’ers and our clients.  Your Role and Responsibilities Builds automation for the testing IT systems and applications. Has deep skills in multiple test automation tools and technologies and use these to build and maintain automation solutions to test applications and IT systems across the levels of testing. Responsible to understand testing requirements- building optimized test scenarios- developing automation to execute test along with test data and environment related automation- execute automated testing and achieve test outcome. Has understanding to all the contemporary technology trends – Agile- DevOps- Containers and so have ability to integrate testing automation into overall delivery automation.  Required Technical and Professional Expertise 1 to 4 years of experience as a test specialist- must have experience in performance testing. solid understanding and experience on programming languages ex: java solid experience on creation and executing for automation test scripts Excellent problem solving- analytical and communication skills (both oral and written) Experience with test-driven development  Preferred Technical and Professional Expertise NA,Not Specified,Not Specified,1,2023-10-23 16:23:00,,Cairo
Giza Arabia Systems,Senior React Native Developer,0,0,Not Specified,Senior React Native Developer   Job Description   As a Senior React Native Developer- you will play a crucial role in designing and building high-quality mobile applications for our clients. A highly skilled and experienced Senior React Native Developer to join our development team: Participates as a member of the development team collaborating with product managers- business analysts- and other stakeholders to understand software requirements and objectives. Design- develop- and test software applications- features- and enhancements. Works on problems/projects of moderately complex scope. Communicate on software-related issues- suggest improvements- and participate with other users in the Development community. C ollaborate with cross-functional teams- including designers and backend developers- to create robust and scalable solutions. Personal Skills   Develop and maintain high-quality mobile applications using React Native for both iOS and Android platforms. Collaborate with designers and backend developers to ensure seamless integration of UI components and APIs. Implement new features and functionality based on project requirements and user feedback. Write clean- efficient- and maintainable code- following best practices and industry standards. Optimize application performance and responsiveness for a smooth user experience. Conduct code reviews and provide constructive feedback to other team members. Troubleshoot and debug issues- identify root causes- and implement solutions. Stay up to date with the latest trends and advancements in React Native and mobile app development. Ability to multi-task and work under pressure. Strong communication- interpersonal- and presentation skills. Technical Skills   • Bachelor's degree in Computer Science- Software Engineering- or a related field (or equivalent work experience). • 4+ years of professional experience in mobile app development using React Native. • Strong proficiency in JavaScript- including ES6+ features. • Solid understanding of React and its core principles. • Experience working with RESTful APIs and integrating backend services. • Proficient in version control systems- such as Git. • Knowledge of mobile app deployment and release processes for both iOS and Android platforms. • Build more than 5 react native mobile apps. • Strong problem-solving skills and the ability to work independently and in a team environment. • Redux and MobX are Preferred. • Type Script is preferred. • Excellent communication and collaboration skills. • Experience with additional mobile app development frameworks- such as Flutter or native iOS/Android development- is a plus. • Contributions to open-source projects or personal mobile app projects are highly desirable. Education   Bachelor’s degree in computer science- Software Engineering- or a related field. Job Location Cairo- Egypt Job Role Information Technology Years of Experience Min: 4,Not Specified,Not Specified,1,2023-10-23 16:23:00,,Cairo
